Scientific Name,USDA SYMBOL,CoC Region,CVal Orig,CVal New
ATHYRIUM FILIX-FEMINA,ATFI,59,5,5
ATHYRIUM FILIX-FEMINA,ATFI,61,NA,6
ATHYRIUM FILIX-FEMINA,ATFI,82,4,4
ATHYRIUM FILIX-FEMINA,ATFI,83,5,5
ATHYRIUM FILIX-FEMINA,ATFI,83,5,5
ATHYRIUM FILIX-FEMINA,ATFI,MI,4,4
ATHYRIUM FILIX-FEMINA,ATFI,MN,NA,4
ATHYRIUM FILIX-FEMINA,ATFI,WI,5,5
ATHYRIUM FILIX-FEMINA SSP. ANGUSTUM,ATFIA,58,7,7
ATHYRIUM FILIX-FEMINA SSP. ANGUSTUM,ATFIA,58,7,7
ATHYRIUM FILIX-FEMINA SSP. ANGUSTUM,ATFIA,58,7,7
ATHYRIUM FILIX-FEMINA SSP. ANGUSTUM,ATFIA,58,7,7
ATHYRIUM FILIX-FEMINA SSP. ANGUSTUM,ATFIA,59,6,6
ATHYRIUM FILIX-FEMINA SSP. ANGUSTUM,ATFIA,82,NA,4
ATHYRIUM FILIX-FEMINA SSP. ANGUSTUM,ATFIA,83,7,7
ATHYRIUM FILIX-FEMINA SSP. ANGUSTUM,ATFIA,83,7,7
ATHYRIUM FILIX-FEMINA SSP. ANGUSTUM,ATFIA,MN,4,4
ATHYRIUM FILIX-FEMINA SSP. ASPLENIOIDES,ATFIA2,59,7,7
ATHYRIUM FILIX-FEMINA SSP. ASPLENIOIDES,ATFIA2,59,7,7
ATRIPLEX,ATRIP,59,NA,Und
AZOLLA CAROLINIANA,AZCA,61,NA,0
BACCHARIS HALIMIFOLIA,BAHA,59,7,7
BARBAREA VULGARIS,BAVU,58,0,0
BARBAREA VULGARIS,BAVU,58,0,0
BARBAREA VULGARIS,BAVU,59,0,0
BARBAREA VULGARIS,BAVU,61,NA,0
BARBAREA VULGARIS,BAVU,MI,0,0
BARTONIA PANICULATA,BAPA2,82,7,7
BARTONIA VIRGINICA,BAVI3,59,6,6
BERBERIS THUNBERGII,BETH,58,0,0
BERBERIS THUNBERGII,BETH,58,0,0
BERBERIS THUNBERGII,BETH,58,0,0
BERBERIS THUNBERGII,BETH,59,0,0
BERBERIS THUNBERGII,BETH,59,0,0
BERBERIS THUNBERGII,BETH,59,0,0
BERBERIS THUNBERGII,BETH,59,0,0
BERBERIS VULGARIS,BEVU,58,0,0
BETULA,BETUL,61,NA,5
BETULA,BETUL,MI,NA,6
BETULA ALLEGHANIENSIS,BEAL2,58,5,5
BETULA ALLEGHANIENSIS,BEAL2,58,5,5
BETULA ALLEGHANIENSIS,BEAL2,58,5,5
BETULA ALLEGHANIENSIS,BEAL2,58,5,5
BETULA ALLEGHANIENSIS,BEAL2,58,5,5
BETULA ALLEGHANIENSIS,BEAL2,58,5,5
BETULA ALLEGHANIENSIS,BEAL2,59,6,6
BETULA ALLEGHANIENSIS,BEAL2,59,6,6
BETULA ALLEGHANIENSIS,BEAL2,59,6,6
BETULA ALLEGHANIENSIS,BEAL2,59,6,6
BETULA ALLEGHANIENSIS,BEAL2,60,7,7
BETULA ALLEGHANIENSIS,BEAL2,62,7,7
BETULA ALLEGHANIENSIS,BEAL2,82,5,5
BETULA ALLEGHANIENSIS,BEAL2,83,6,6
BETULA ALLEGHANIENSIS,BEAL2,MI,7,7
BETULA ALLEGHANIENSIS,BEAL2,MN,NA,7
BETULA ALLEGHANIENSIS,BEAL2,WI,7,7
BETULA ALLEGHANIENSIS VAR. ALLEGHANIENSIS,BEALA,MN,NA,7
BETULA LENTA,BELE,58,5,5
BETULA LENTA,BELE,59,5,5
BETULA LENTA,BELE,59,5,5
BETULA LENTA,BELE,59,5,5
BETULA NIGRA,BENI,58,7,7
BETULA NIGRA,BENI,61,7,7
BETULA NIGRA,BENI,MI,5,5
BETULA PAPYRIFERA,BEPA,58,4,4
BETULA PAPYRIFERA,BEPA,58,4,4
BETULA PAPYRIFERA,BEPA,58,4,4
BETULA PAPYRIFERA,BEPA,58,4,4
BETULA PAPYRIFERA,BEPA,59,5,5
BETULA PAPYRIFERA,BEPA,62,6,6
BETULA PAPYRIFERA,BEPA,82,3,3
BETULA PAPYRIFERA,BEPA,83,4,4
BETULA PAPYRIFERA,BEPA,MI,2,2
BETULA PAPYRIFERA,BEPA,MN,NA,3
BETULA PAPYRIFERA,BEPA,WI,3,3
BETULA PAPYRIFERA VAR. CORDIFOLIA,BEPAC2,58,6,6
BETULA PAPYRIFERA VAR. PAPYRIFERA,BEPAP,MN,3,3
BETULA POPULIFOLIA,BEPO,58,3,3
BETULA POPULIFOLIA,BEPO,58,3,3
BETULA POPULIFOLIA,BEPO,58,3,3
BETULA POPULIFOLIA,BEPO,59,3,3
BETULA POPULIFOLIA,BEPO,59,3,3
BETULA POPULIFOLIA,BEPO,61,5,5
BETULA POPULIFOLIA,BEPO,62,5,5
BETULA POPULIFOLIA,BEPO,82,2,2
BETULA POPULIFOLIA,BEPO,83,3,3
BETULA POPULIFOLIA,BEPO,83,3,3
BETULA PUMILA,BEPU4,MI,8,8
BETULA PUMILA,BEPU4,MN,NA,7
BETULA PUMILA,BEPU4,WI,7,7
BETULA PUMILA VAR. GLANDULIFERA,BEPUG,MN,NA,7
BIDENS,BIDEN,58,NA,5
BIDENS,BIDEN,59,NA,4
BIDENS,BIDEN,59,NA,4
BIDENS,BIDEN,59,NA,4
BIDENS,BIDEN,61,NA,3
BIDENS,BIDEN,82,NA,2
BIDENS,BIDEN,83,NA,5
BIDENS,BIDEN,83,NA,5
BIDENS,BIDEN,MI,NA,4
BIDENS,BIDEN,MN,NA,4
BIDENS,BIDEN,WI,NA,4
BIDENS ARISTOSA,BIAR,IN,1,1
BIDENS CERNUA,BICE,58,4,4
BIDENS CERNUA,BICE,62,4,4
BIDENS CERNUA,BICE,83,4,4
BIDENS CERNUA,BICE,83,4,4
BIDENS CERNUA,BICE,IN,2,2
BIDENS CERNUA,BICE,MI,3,3
BIDENS CERNUA,BICE,MN,3,3
BIDENS CERNUA,BICE,WI,4,4
BIDENS CONNATA,BICO5,58,4,4
BIDENS CONNATA,BICO5,59,4,4
BIDENS CONNATA,BICO5,59,4,4
BIDENS CONNATA,BICO5,60,5,5
BIDENS CONNATA,BICO5,62,5,5
BIDENS CONNATA,BICO5,83,4,4
BIDENS CONNATA,BICO5,83,4,4
BIDENS CONNATA,BICO5,MI,5,5
BIDENS CONNATA,BICO5,MN,3,3
BIDENS CONNATA,BICO5,WI,6,6
BIDENS CORONATA,BICO,WI,7,7
BIDENS DISCOIDEA,BIDI,58,6,6
BIDENS DISCOIDEA,BIDI,59,6,6
BIDENS FRONDOSA,BIFR,58,2,2
BIDENS FRONDOSA,BIFR,58,2,2
BIDENS FRONDOSA,BIFR,58,2,2
BIDENS FRONDOSA,BIFR,58,2,2
BIDENS FRONDOSA,BIFR,59,2,2
BIDENS FRONDOSA,BIFR,59,2,2
BIDENS FRONDOSA,BIFR,59,2,2
BIDENS FRONDOSA,BIFR,61,2,2
BIDENS FRONDOSA,BIFR,61,2,2
BIDENS FRONDOSA,BIFR,83,2,2
BIDENS FRONDOSA,BIFR,83,2,2
BIDENS FRONDOSA,BIFR,83,2,2
BIDENS FRONDOSA,BIFR,IN,1,1
BIDENS FRONDOSA,BIFR,MI,1,1
BIDENS FRONDOSA,BIFR,MN,1,1
BIDENS FRONDOSA,BIFR,WI,1,1
BIDENS TRIPARTITA,BITR,59,4,4
BIDENS TRIPARTITA,BITR,59,4,4
BIDENS TRIPARTITA,BITR,IN,NA,2
BLEPHILIA HIRSUTA,BLHI,MI,8,8
BOEHMERIA CYLINDRICA,BOCY,58,6,6
BOEHMERIA CYLINDRICA,BOCY,58,6,6
BOEHMERIA CYLINDRICA,BOCY,58,6,6
BOEHMERIA CYLINDRICA,BOCY,58,6,6
BOEHMERIA CYLINDRICA,BOCY,59,4,4
BOEHMERIA CYLINDRICA,BOCY,59,4,4
BOEHMERIA CYLINDRICA,BOCY,59,4,4
BOEHMERIA CYLINDRICA,BOCY,59,4,4
BOEHMERIA CYLINDRICA,BOCY,59,4,4
BOEHMERIA CYLINDRICA,BOCY,61,5,5
BOEHMERIA CYLINDRICA,BOCY,62,5,5
BOEHMERIA CYLINDRICA,BOCY,82,5,5
BOEHMERIA CYLINDRICA,BOCY,83,6,6
BOEHMERIA CYLINDRICA,BOCY,83,6,6
BOEHMERIA CYLINDRICA,BOCY,IN,NA,3
BOEHMERIA CYLINDRICA,BOCY,MI,5,5
BOEHMERIA CYLINDRICA,BOCY,MN,5,5
BOEHMERIA CYLINDRICA,BOCY,WI,6,6
BOLBOSCHOENUS FLUVIATILIS,BOFL3,MN,4,4
BOTRYCHIUM,BOTRY,58,NA,6
BOTRYCHIUM DISSECTUM,BODI2,59,4,4
BOTRYCHIUM DISSECTUM,BODI2,59,4,4
BOTRYCHIUM DISSECTUM,BODI2,83,4,4
BOTRYCHIUM ONEIDENSE,BOON,MI,NA,7
BOTRYCHIUM VIRGINIANUM,BOVI,MI,NA,5
BOTRYCHIUM VIRGINIANUM,BOVI,MN,6,6
BRACHYELYTRUM,BRACH2,58,NA,6
BRACHYELYTRUM ARISTOSUM,BRAR9,58,6,6
BRACHYELYTRUM ARISTOSUM,BRAR9,58,6,6
BRACHYELYTRUM ARISTOSUM,BRAR9,58,6,6
BRACHYELYTRUM ARISTOSUM,BRAR9,58,6,6
BRACHYELYTRUM ARISTOSUM,BRAR9,58,6,6
BRACHYELYTRUM ARISTOSUM,BRAR9,59,5,5
BRACHYELYTRUM ARISTOSUM,BRAR9,59,5,5
BRACHYELYTRUM ARISTOSUM,BRAR9,MN,NA,7
BRACHYELYTRUM ARISTOSUM,BRAR9,WI,7,7
BRACHYELYTRUM ERECTUM,BRER2,58,6,6
BRACHYELYTRUM ERECTUM,BRER2,59,6,6
BRACHYELYTRUM ERECTUM,BRER2,61,6,6
BRACHYELYTRUM ERECTUM,BRER2,62,6,6
BRACHYELYTRUM ERECTUM,BRER2,82,NA,6
BRACHYELYTRUM ERECTUM,BRER2,MI,7,7
BRACHYELYTRUM ERECTUM,BRER2,WI,7,7
BRASENIA SCHREBERI,BRSC,59,6,6
BRASENIA SCHREBERI,BRSC,82,5,5
BRASENIA SCHREBERI,BRSC,MN,7,7
BRASENIA SCHREBERI,BRSC,WI,6,6
BRASSICA,BRASS2,82,NA,0
BRASSICACEAE,BRASSI,82,NA,Und
BRASSICACEAE,BRASSI,83,NA,Und
BRASSICACEAE,BRASSI,MN,NA,Und
BROMUS,BROMU,61,NA,Und
BROMUS CILIATUS,BRCI2,58,5,5
BROMUS CILIATUS,BRCI2,MI,6,6
BROMUS CILIATUS,BRCI2,MN,NA,7
BROMUS CILIATUS,BRCI2,WI,7,7
BROMUS CILIATUS VAR. CILIATUS,BRCIC3,MN,NA,6
BROMUS INERMIS,BRIN2,WI,0,0
BROMUS PUBESCENS,BRPU6,IN,4,4
BROMUS PUBESCENS,BRPU6,WI,6,6
CABOMBA CAROLINIANA,CACA,59,0,0
CALAMAGROSTIS,CALAM,62,NA,7
CALAMAGROSTIS CANADENSIS,CACA4,58,4,4
CALAMAGROSTIS CANADENSIS,CACA4,58,4,4
CALAMAGROSTIS CANADENSIS,CACA4,58,4,4
CALAMAGROSTIS CANADENSIS,CACA4,58,4,4
CALAMAGROSTIS CANADENSIS,CACA4,58,4,4
CALAMAGROSTIS CANADENSIS,CACA4,59,4,4
CALAMAGROSTIS CANADENSIS,CACA4,59,4,4
CALAMAGROSTIS CANADENSIS,CACA4,59,4,4
CALAMAGROSTIS CANADENSIS,CACA4,59,4,4
CALAMAGROSTIS CANADENSIS,CACA4,59,4,4
CALAMAGROSTIS CANADENSIS,CACA4,62,7,7
CALAMAGROSTIS CANADENSIS,CACA4,82,3,3
CALAMAGROSTIS CANADENSIS,CACA4,83,5,5
CALAMAGROSTIS CANADENSIS,CACA4,83,5,5
CALAMAGROSTIS CANADENSIS,CACA4,IN,NA,5
CALAMAGROSTIS CANADENSIS,CACA4,MI,3,3
CALAMAGROSTIS CANADENSIS,CACA4,MN,4,4
CALAMAGROSTIS CANADENSIS,CACA4,WI,5,5
CALAMAGROSTIS CANADENSIS VAR. CANADENSIS,CACAC10,58,NA,4
CALAMAGROSTIS CANADENSIS VAR. CANADENSIS,CACAC10,58,NA,2
CALAMAGROSTIS CANADENSIS VAR. CANADENSIS,CACAC10,58,NA,2
CALAMAGROSTIS CANADENSIS VAR. CANADENSIS,CACAC10,59,NA,4
CALAMAGROSTIS CANADENSIS VAR. CANADENSIS,CACAC10,62,NA,7
CALAMAGROSTIS CANADENSIS VAR. CANADENSIS,CACAC10,82,NA,3
CALAMAGROSTIS CANADENSIS VAR. CANADENSIS,CACAC10,83,NA,5
CALAMAGROSTIS CANADENSIS VAR. CANADENSIS,CACAC10,83,NA,5
CALAMAGROSTIS STRICTA SSP. INEXPANSA,CASTI3,MN,7,7
CALLA PALUSTRIS,CAPA,58,7,7
CALLA PALUSTRIS,CAPA,58,7,7
CALLA PALUSTRIS,CAPA,82,6,6
CALLA PALUSTRIS,CAPA,MI,10,10
CALLA PALUSTRIS,CAPA,MN,8,8
CALLA PALUSTRIS,CAPA,WI,9,9
CALLITRICHE,CALLI6,58,NA,5
CALLITRICHE,CALLI6,59,NA,4
CALLITRICHE,CALLI6,MN,NA,8
CALLITRICHE,CALLI6,WI,NA,6
CALLITRICHE HETEROPHYLLA,CAHE3,58,6,6
CALLITRICHE PALUSTRIS,CAPA52,59,6,6
CALLITRICHE PALUSTRIS,CAPA52,82,4,4
CALLITRICHE PALUSTRIS,CAPA52,83,5,5
CALLITRICHE PALUSTRIS,CAPA52,WI,8,8
CALOPOGON TUBEROSUS,CATU5,82,7,7
CALOPOGON TUBEROSUS VAR. TUBEROSUS,CATUT,82,NA,7
CALTHA PALUSTRIS,CAPA5,58,5,5
CALTHA PALUSTRIS,CAPA5,58,5,5
CALTHA PALUSTRIS,CAPA5,59,6,6
CALTHA PALUSTRIS,CAPA5,83,4,4
CALTHA PALUSTRIS,CAPA5,IN,7,7
CALTHA PALUSTRIS,CAPA5,MI,6,6
CALTHA PALUSTRIS,CAPA5,MN,NA,6
CALTHA PALUSTRIS,CAPA5,WI,6,6
CALTHA PALUSTRIS VAR. PALUSTRIS,CAPAP6,MN,NA,6
CALYSTEGIA SEPIUM,CASE13,58,2,2
CALYSTEGIA SEPIUM,CASE13,59,2,2
CALYSTEGIA SEPIUM,CASE13,59,2,2
CALYSTEGIA SEPIUM,CASE13,61,1,1
CALYSTEGIA SEPIUM,CASE13,62,1,1
CALYSTEGIA SEPIUM,CASE13,83,2,2
CALYSTEGIA SEPIUM,CASE13,MI,2,2
CALYSTEGIA SEPIUM SSP. APPALACHIANA,CASEA4,83,NA,2
CAMPANULA APARINOIDES,CAAP2,58,5,5
CAMPANULA APARINOIDES,CAAP2,59,6,6
CAMPANULA APARINOIDES,CAAP2,59,6,6
CAMPANULA APARINOIDES,CAAP2,82,5,5
CAMPANULA APARINOIDES,CAAP2,83,7,7
CAMPANULA APARINOIDES,CAAP2,IN,8,8
CAMPANULA APARINOIDES,CAAP2,MI,7,7
CAMPANULA APARINOIDES,CAAP2,MN,5,5
CAMPANULA APARINOIDES,CAAP2,WI,7,7
CANNABIS SATIVA,CASA3,IN,0,0
CAPRIFOLIACEAE,CAPRIF,MI,NA,Und
CARDAMINE,CARDA,58,NA,8
CARDAMINE,CARDA,59,NA,4
CARDAMINE,CARDA,62,NA,Und
CARDAMINE BULBOSA,CABU3,58,8,8
CARDAMINE BULBOSA,CABU3,83,8,8
CARDAMINE BULBOSA,CABU3,IN,4,4
CARDAMINE BULBOSA,CABU3,MN,6,6
CARDAMINE IMPATIENS,CAIM,62,NA,0
CARDAMINE PENSYLVANICA,CAPE3,58,4,4
CARDAMINE PENSYLVANICA,CAPE3,58,4,4
CARDAMINE PENSYLVANICA,CAPE3,59,4,4
CARDAMINE PENSYLVANICA,CAPE3,59,4,4
CARDAMINE PENSYLVANICA,CAPE3,59,4,4
CARDAMINE PENSYLVANICA,CAPE3,83,4,4
CARDAMINE PENSYLVANICA,CAPE3,MI,1,1
CARDAMINE PENSYLVANICA,CAPE3,MN,4,4
CARDAMINE PENSYLVANICA,CAPE3,WI,3,3
CARDAMINE PRATENSIS,CAPR3,83,7,7
CARDAMINE ROTUNDIFOLIA,CARO3,83,NA,10
CAREX,CAREX,58,NA,6
CAREX,CAREX,58,NA,6
CAREX,CAREX,58,NA,6
CAREX,CAREX,58,NA,7
CAREX,CAREX,58,NA,6
CAREX,CAREX,59,NA,6
CAREX,CAREX,59,NA,6
CAREX,CAREX,59,NA,6
CAREX,CAREX,59,NA,6
CAREX,CAREX,59,NA,5
CAREX,CAREX,61,NA,7
CAREX,CAREX,61,NA,7
CAREX,CAREX,62,NA,7
CAREX,CAREX,82,NA,5
CAREX,CAREX,IN,NA,7
CAREX,CAREX,MI,NA,7
CAREX,CAREX,MN,NA,7
CAREX,CAREX,WI,NA,7
CAREX ALATA,CAAL3,83,9,9
CAREX ALBICANS,CAAL25,59,6,6
CAREX ALBICANS VAR. EMMONSII,CAALE,WI,6,6
CAREX ALOPECOIDEA,CAAL8,IN,7,7
CAREX ANNECTENS,CAAN6,83,2,2
CAREX ANNECTENS,CAAN6,IN,3,3
CAREX APPALACHICA,CAAP5,58,6,6
CAREX AQUATILIS,CAAQ,58,7,7
CAREX AQUATILIS,CAAQ,MI,7,7
CAREX AQUATILIS,CAAQ,WI,7,7
CAREX AQUATILIS VAR. AQUATILIS,CAAQA,MN,NA,7
CAREX AQUATILIS VAR. AQUATILIS,CAAQA,WI,NA,7
CAREX ARCTATA,CAAR3,58,5,5
CAREX ARCTATA,CAAR3,58,5,5
CAREX ARCTATA,CAAR3,83,6,6
CAREX ARGYRANTHA,CAAR4,59,6,6
CAREX ARGYRANTHA,CAAR4,82,4,4
CAREX ATHERODES,CAAT2,MN,5,5
CAREX ATHERODES,CAAT2,WI,8,8
CAREX ATLANTICA,CAAT4,58,7,7
CAREX ATLANTICA,CAAT4,59,7,7
CAREX ATLANTICA,CAAT4,59,7,7
CAREX ATLANTICA,CAAT4,82,6,6
CAREX ATLANTICA,CAAT4,MI,NA,7
CAREX ATLANTICA,CAAT4,WI,NA,7
CAREX ATLANTICA SSP. ATLANTICA,CAATA2,58,NA,4
CAREX ATLANTICA SSP. ATLANTICA,CAATA2,82,NA,6
CAREX ATLANTICA SSP. CAPILLACEA,CAATC,58,NA,5
CAREX ATLANTICA SSP. CAPILLACEA,CAATC,59,NA,5
CAREX ATLANTICA SSP. CAPILLACEA,CAATC,MI,NA,7
CAREX AUREA,CAAU3,83,6,6
CAREX AUREA,CAAU3,MN,4,4
CAREX AUREA,CAAU3,WI,5,5
CAREX BAILEYI,CABA7,58,6,6
CAREX BAILEYI,CABA7,83,6,6
CAREX BEBBII,CABE2,83,5,5
CAREX BEBBII,CABE2,MI,4,4
CAREX BEBBII,CABE2,MN,5,5
CAREX BEBBII,CABE2,WI,4,4
CAREX BILLINGSII,CABI22,58,8,8
CAREX BILLINGSII,CABI22,58,8,8
CAREX BILLINGSII,CABI22,82,8,8
CAREX BLANDA,CABL,58,5,5
CAREX BLANDA,CABL,IN,1,1
CAREX BLANDA,CABL,MI,1,1
CAREX BROMOIDES,CABR14,58,5,5
CAREX BROMOIDES,CABR14,59,6,6
CAREX BROMOIDES,CABR14,59,6,6
CAREX BROMOIDES,CABR14,83,6,6
CAREX BROMOIDES,CABR14,MI,6,6
CAREX BROMOIDES,CABR14,WI,8,8
CAREX BROMOIDES SSP. BROMOIDES,CABRB6,58,NA,5
CAREX BROMOIDES SSP. BROMOIDES,CABRB6,58,NA,5
CAREX BROMOIDES SSP. BROMOIDES,CABRB6,61,NA,7
CAREX BROMOIDES SSP. BROMOIDES,CABRB6,83,NA,6
CAREX BRUNNESCENS,CABR15,58,5,5
CAREX BRUNNESCENS,CABR15,58,5,5
CAREX BRUNNESCENS,CABR15,59,6,6
CAREX BRUNNESCENS,CABR15,82,4,4
CAREX BRUNNESCENS,CABR15,MI,5,5
CAREX BRUNNESCENS,CABR15,MN,6,6
CAREX BRUNNESCENS,CABR15,WI,7,7
CAREX BRUNNESCENS SSP. BRUNNESCENS,CABRB3,82,NA,4
CAREX BRUNNESCENS SSP. SPHAEROSTACHYA,CABRS,WI,7,7
CAREX BUXBAUMII,CABU6,IN,10,10
CAREX BUXBAUMII,CABU6,MI,10,10
CAREX BUXBAUMII,CABU6,MN,8,8
CAREX BUXBAUMII,CABU6,WI,8,8
CAREX CANESCENS,CACA11,58,6,6
CAREX CANESCENS,CACA11,58,6,6
CAREX CANESCENS,CACA11,58,6,6
CAREX CANESCENS,CACA11,59,6,6
CAREX CANESCENS,CACA11,82,5,5
CAREX CANESCENS,CACA11,83,7,7
CAREX CANESCENS,CACA11,MN,7,7
CAREX CANESCENS,CACA11,WI,8,8
CAREX CANESCENS SSP. CANESCENS,CACAC6,58,NA,5
CAREX CANESCENS SSP. CANESCENS,CACAC6,58,NA,6
CAREX CANESCENS SSP. CANESCENS,CACAC6,59,NA,6
CAREX CASTANEA,CACA16,58,6,6
CAREX CASTANEA,CACA16,MI,6,6
CAREX CHORDORRHIZA,CACH5,82,7,7
CAREX CHORDORRHIZA,CACH5,MN,10,10
CAREX CHORDORRHIZA,CACH5,WI,10,10
CAREX COMMUNIS,CACO7,58,5,5
CAREX COMMUNIS,CACO7,59,5,5
CAREX COMOSA,CACO8,58,5,5
CAREX COMOSA,CACO8,59,5,5
CAREX COMOSA,CACO8,59,5,5
CAREX COMOSA,CACO8,59,5,5
CAREX COMOSA,CACO8,59,5,5
CAREX COMOSA,CACO8,60,8,8
CAREX COMOSA,CACO8,83,5,5
CAREX COMOSA,CACO8,83,5,5
CAREX COMOSA,CACO8,IN,6,6
CAREX COMOSA,CACO8,MI,5,5
CAREX COMOSA,CACO8,MN,4,4
CAREX COMOSA,CACO8,WI,5,5
CAREX CONOIDEA,CACO14,83,3,3
CAREX CONOIDEA,CACO14,MN,8,8
CAREX CRAWFORDII,CACR4,58,3,3
CAREX CRAWFORDII,CACR4,59,4,4
CAREX CRAWFORDII,CACR4,MN,4,4
CAREX CRINITA,CACR6,58,4,4
CAREX CRINITA,CACR6,58,4,4
CAREX CRINITA,CACR6,58,4,4
CAREX CRINITA,CACR6,59,4,4
CAREX CRINITA,CACR6,59,4,4
CAREX CRINITA,CACR6,59,4,4
CAREX CRINITA,CACR6,59,4,4
CAREX CRINITA,CACR6,61,5,5
CAREX CRINITA,CACR6,61,5,5
CAREX CRINITA,CACR6,62,5,5
CAREX CRINITA,CACR6,82,3,3
CAREX CRINITA,CACR6,83,3,3
CAREX CRINITA,CACR6,83,3,3
CAREX CRINITA,CACR6,MI,4,4
CAREX CRINITA,CACR6,WI,6,6
CAREX CRINITA VAR. CRINITA,CACRC2,58,NA,5
CAREX CRISTATELLA,CACR7,58,4,4
CAREX CRISTATELLA,CACR7,58,4,4
CAREX CRISTATELLA,CACR7,61,7,7
CAREX CRISTATELLA,CACR7,83,4,4
CAREX CRISTATELLA,CACR7,83,4,4
CAREX CRISTATELLA,CACR7,IN,3,3
CAREX CRISTATELLA,CACR7,MI,3,3
CAREX CRISTATELLA,CACR7,MN,3,3
CAREX CRISTATELLA,CACR7,WI,4,4
CAREX CRYPTOLEPIS,CACR9,58,6,6
CAREX CRYPTOLEPIS,CACR9,MI,8,8
CAREX CRYPTOLEPIS,CACR9,WI,8,8
CAREX CUMULATA,CACU3,MI,8,8
CAREX DEBILIS,CADE5,58,NA,3
CAREX DEBILIS,CADE5,58,NA,3
CAREX DEBILIS,CADE5,59,NA,5
CAREX DEBILIS,CADE5,59,NA,3
CAREX DEBILIS,CADE5,59,NA,3
CAREX DEBILIS,CADE5,59,NA,3
CAREX DEBILIS,CADE5,61,6,6
CAREX DEBILIS,CADE5,62,6,6
CAREX DEBILIS,CADE5,82,NA,3
CAREX DEBILIS,CADE5,MI,6,6
CAREX DEBILIS,CADE5,WI,5,5
CAREX DEBILIS VAR. DEBILIS,CADED,58,5,5
CAREX DEBILIS VAR. DEBILIS,CADED,61,NA,7
CAREX DEBILIS VAR. DEBILIS,CADED,83,NA,3
CAREX DEBILIS VAR. RUDGEI,CADER,59,5,5
CAREX DEWEYANA,CADE9,MN,6,6
CAREX DIANDRA,CADI4,82,8,8
CAREX DIANDRA,CADI4,MI,8,8
CAREX DIANDRA,CADI4,MN,8,8
CAREX DIANDRA,CADI4,WI,9,9
CAREX DIGITALIS,CADI5,59,6,6
CAREX DISPERMA,CADI6,58,7,7
CAREX DISPERMA,CADI6,58,7,7
CAREX DISPERMA,CADI6,58,7,7
CAREX DISPERMA,CADI6,62,10,10
CAREX DISPERMA,CADI6,82,5,5
CAREX DISPERMA,CADI6,83,8,8
CAREX DISPERMA,CADI6,MI,10,10
CAREX DISPERMA,CADI6,MN,6,6
CAREX DISPERMA,CADI6,WI,10,10
CAREX EBURNEA,CAEB2,MI,7,7
CAREX ECHINATA,CAEC,58,5,5
CAREX ECHINATA,CAEC,58,5,5
CAREX ECHINATA,CAEC,58,5,5
CAREX ECHINATA,CAEC,58,5,5
CAREX ECHINATA,CAEC,59,6,6
CAREX ECHINATA,CAEC,59,6,6
CAREX ECHINATA,CAEC,62,8,8
CAREX ECHINATA,CAEC,82,3,3
CAREX ECHINATA,CAEC,MI,NA,6
CAREX ECHINATA,CAEC,WI,8,8
CAREX ECHINATA SSP. ECHINATA,CAECE,58,NA,3
CAREX ECHINATA SSP. ECHINATA,CAECE,82,NA,4
CAREX ECHINATA SSP. ECHINATA,CAECE,MN,NA,8
CAREX EXILIS,CAEX7,82,8,8
CAREX EXILIS,CAEX7,WI,10,10
CAREX FLAVA,CAFL4,58,4,4
CAREX FLAVA,CAFL4,58,4,4
CAREX FLAVA,CAFL4,83,4,4
CAREX FLAVA,CAFL4,83,4,4
CAREX FLAVA,CAFL4,MI,4,4
CAREX FLAVA,CAFL4,WI,6,6
CAREX FOLLICULATA,CAFO6,58,6,6
CAREX FOLLICULATA,CAFO6,58,6,6
CAREX FOLLICULATA,CAFO6,58,6,6
CAREX FOLLICULATA,CAFO6,59,6,6
CAREX FOLLICULATA,CAFO6,59,6,6
CAREX FOLLICULATA,CAFO6,59,6,6
CAREX FOLLICULATA,CAFO6,59,6,6
CAREX FOLLICULATA,CAFO6,62,7,7
CAREX FOLLICULATA,CAFO6,82,5,5
CAREX FOLLICULATA,CAFO6,MN,NA,9
CAREX GRACILESCENS,CAGR8,61,6,6
CAREX GRACILLIMA,CAGR2,58,3,3
CAREX GRACILLIMA,CAGR2,58,3,3
CAREX GRACILLIMA,CAGR2,58,3,3
CAREX GRACILLIMA,CAGR2,58,3,3
CAREX GRACILLIMA,CAGR2,59,4,4
CAREX GRACILLIMA,CAGR2,59,4,4
CAREX GRACILLIMA,CAGR2,83,3,3
CAREX GRACILLIMA,CAGR2,83,3,3
CAREX GRACILLIMA,CAGR2,MI,4,4
CAREX GRACILLIMA,CAGR2,MN,4,4
CAREX GRACILLIMA,CAGR2,WI,5,5
CAREX GRANULARIS,CAGR3,61,5,5
CAREX GRANULARIS,CAGR3,83,3,3
CAREX GRANULARIS,CAGR3,IN,2,2
CAREX GRANULARIS,CAGR3,MI,2,2
CAREX GRANULARIS,CAGR3,WI,3,3
CAREX GRAYI,CAGR5,61,7,7
CAREX GRAYI,CAGR5,IN,5,5
CAREX GRAYI,CAGR5,MI,6,6
CAREX GRISEA,CAGR24,59,6,6
CAREX GRISEA,CAGR24,83,6,6
CAREX GRISEA,CAGR24,IN,3,3
CAREX GRISEA,CAGR24,WI,4,4
CAREX GYNANDRA,CAGY4,58,3,3
CAREX GYNANDRA,CAGY4,58,3,3
